Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CRM-1463000,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1463000,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1463000,2022,2,2022-04-01,2022-05-24,10,5,Once a Day,4,4,I am able to report everything easily
CRM-1463000,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,4,4,I am able to report everything easily
CRM-1463000,2022,1,2022-01-01,2022-02-01,8,5,Once a Week,4,4,I tried but could not find everything I need
CRM-1463000,2022,2,2022-04-01,2022-04-22,9,5,Once a Week,4,3,I am able to report everything easily
CRM-1463000,2022,3,2022-07-01,2022-07-06,8,5,Once a Month,4,4,I tried but could not find everything I need
CRM-1516650,2022,3,2022-07-01,2022-09-20,7,4,Once a Day,4,3,"I can pull all the numbers, but don't understand them"
CRM-1516650,2022,3,2022-07-01,2022-09-27,6,4,Once a Day,4,3,I don't use it often
CRM-1451700,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,4,4,I am able to report everything easily
CRM-1451700,2022,1,2022-01-01,2022-03-31,8,4,Once a Day,4,3,I tried but could not find everything I need
CRM-888350,2022,3,2022-07-01,2022-09-02,6,3,Once a Week,2,3,I need someone from Insider team to provide me the report from the panel
CRM-1453800,2022,2,2022-04-01,2022-04-18,8,4,Once a Day,4,3,I am able to report everything easily
CRM-1453800,2022,1,2022-01-01,2022-03-01,9,5,Once a Month,5,4,I don't use it often
CRM-1453800,2022,2,2022-04-01,2022-05-05,8,4,Once a Week,4,3,I am able to report everything easily
CRM-1453800,2022,3,2022-07-01,2022-07-05,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1453800,2022,3,2022-07-01,2022-08-08,8,4,Once a Week,4,3,I am able to report everything easily
CRM-1453800,2022,3,2022-07-01,2022-09-06,9,4,Once a Day,4,4,I am able to report everything easily
CRM-1453800,2022,3,2022-07-01,2022-09-02,8,4,Once a Week,4,4,I am able to report everything easily
CRM-158200,2022,1,2022-01-01,2022-03-28,9,5,Once a Month,5,4,I need someone from Insider team to provide me the report from the panel
CRM-158200,2022,2,2022-04-01,2022-06-13,9,5,Once a Month,5,4,I don't use it often
CRM-158200,2022,3,2022-07-01,2022-09-28,10,5,Once a Month,5,5,I don't use it often
CRM-1476500,2022,2,2022-04-01,2022-06-29,9,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1476500,2022,3,2022-07-01,2022-09-05,8,4,Once a Week,3,4,I need someone from Insider team to provide me the report from the panel
CRM-1476500,2022,3,2022-07-01,2022-08-31,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1503100,2022,3,2022-07-01,2022-09-26,9,4,Once a Day,4,4,I don't use it often
CRM-1503100,2022,3,2022-07-01,2022-09-26,8,4,Once a Day,4,3,I don't use it often
CRM-1460750,2022,1,2022-01-01,2022-02-01,8,5,Once a Week,4,5,"I can pull all the numbers, but don't understand them"
CRM-1460750,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,5,5,I am able to report everything easily
CRM-1460750,2022,3,2022-07-01,2022-09-19,10,4,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1454600,2022,3,2022-07-01,2022-09-26,4,2,Once a Day,2,3,I tried but could not find everything I need
CRM-1454600,2022,1,2022-01-01,2022-02-01,7,5,Once a Day,4,4,I don't use it often
CRM-1454600,2022,2,2022-04-01,2022-04-19,5,3,Once a Day,2,3,I tried but could not find everything I need
CRM-1500000,2022,1,2022-01-01,2022-03-01,6,2,Once a Day,3,2,"I can pull all the numbers, but don't understand them"
CRM-1500000,2022,1,2022-01-01,2022-03-21,6,2,Once a Day,3,2,"I can pull all the numbers, but don't understand them"
CRM-1479350,2022,2,2022-04-01,2022-05-19,4,3,Once a Week,3,3,I tried but could not find everything I need
CRM-1479350,2022,3,2022-07-01,2022-09-06,6,3,Once a Week,3,3,"I can pull all the numbers, but don't understand them"
CRM-1479350,2022,1,2022-01-01,2022-03-21,7,3,Once a Week,4,5,"I can pull all the numbers, but don't understand them"
CRM-1479350,2022,3,2022-07-01,2022-08-31,9,4,Once a Week,4,4,I don't use it often
CRM-795950,2022,2,2022-04-01,2022-06-29,8,4,Once a Week,4,4,I don't use it often
CRM-1446100,2022,2,2022-04-01,2022-06-21,8,4,Once a Week,4,4,I don't use it often
CRM-257050,2022,2,2022-04-01,2022-06-25,9,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-257050,2022,2,2022-04-01,2022-06-23,9,5,Once a Month,5,4,I am able to report everything easily
CRM-257050,2022,3,2022-07-01,2022-09-20,9,5,Once a Week,5,4,I am able to report everything easily
CRM-257050,2022,1,2022-01-01,2022-03-31,7,3,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-257050,2022,2,2022-04-01,2022-06-24,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-257050,2022,3,2022-07-01,2022-09-01,8,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1503350,2022,1,2022-01-01,2022-03-25,5,2,Once a Month,2,2,I don't use it often
CRM-1480750,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I don't use it often
CRM-1480750,2022,2,2022-04-01,2022-05-26,10,4,Once a Day,5,4,I tried but could not find everything I need
CRM-1480750,2022,3,2022-07-01,2022-09-06,9,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1480750,2022,2,2022-04-01,2022-06-10,9,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1497300,2022,1,2022-01-01,2022-03-28,7,4,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1497300,2022,1,2022-01-01,2022-03-23,9,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1497300,2022,3,2022-07-01,2022-09-23,10,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1497300,2022,1,2022-01-01,2022-03-28,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1497300,2022,3,2022-07-01,2022-09-05,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1317050,2022,2,2022-04-01,2022-06-14,8,4,Once a Day,5,5,I am able to report everything easily
CRM-1317050,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1317050,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1317050,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,,I tried but could not find everything I need
CRM-1317050,2022,1,2022-01-01,2022-03-21,9,4,Once a Week,4,,I tried but could not find everything I need
CRM-1317050,2022,3,2022-07-01,2022-09-05,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1317050,2022,2,2022-04-01,2022-06-23,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1317050,2022,3,2022-07-01,2022-09-18,7,4,Once a Day,3,3,I tried but could not find everything I need
CRM-222250,2022,1,2022-01-01,2022-03-01,10,5,Once a Month,5,5,I don't use it often
CRM-222250,2022,3,2022-07-01,2022-09-07,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-222250,2022,3,2022-07-01,2022-09-13,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-950450,2022,1,2022-01-01,2022-03-31,10,5,Once a Month,5,5,I don't use it often
CRM-950450,2022,3,2022-07-01,2022-08-15,8,3,Once a Month,4,4,I don't use it often
CRM-950450,2022,2,2022-04-01,2022-06-22,9,5,Once a Week,5,4,I am able to report everything easily
CRM-950450,2022,3,2022-07-01,2022-08-15,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1435500,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,5,I don't use it often
CRM-1435500,2022,2,2022-04-01,2022-06-29,10,5,Once a Month,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1435500,2022,1,2022-01-01,2022-03-21,10,5,Once a Month,5,5,I tried but could not find everything I need
CRM-1435500,2022,2,2022-04-01,2022-06-15,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1435500,2022,3,2022-07-01,2022-09-28,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1335000,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1335000,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1335000,2022,2,2022-04-01,2022-06-27,8,4,Once a Week,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1444350,2022,1,2022-01-01,2022-02-01,7,4,Once a Month,4,3,"I can pull all the numbers, but don't understand them"
CRM-1444350,2022,2,2022-04-01,2022-06-14,7,4,Once a Month,4,3,I don't use it often
CRM-1444350,2022,3,2022-07-01,2022-09-02,8,4,Once a Month,5,3,I don't use it often
CRM-1444350,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1444350,2022,2,2022-04-01,2022-04-18,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1444350,2022,3,2022-07-01,2022-07-06,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1444350,2022,3,2022-07-01,2022-08-09,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1444350,2022,3,2022-07-01,2022-09-06,7,4,Once a Week,3,3,I am able to report everything easily
CRM-434600,2022,2,2022-04-01,2022-06-23,10,5,Once a Day,5,4,I am able to report everything easily
CRM-434600,2022,1,2022-01-01,2022-03-30,9,5,Once a Day,4,4,I am able to report everything easily
CRM-434600,2022,2,2022-04-01,2022-06-23,9,5,Once a Day,4,5,I am able to report everything easily
CRM-434600,2022,3,2022-07-01,2022-08-30,9,5,Once a Day,4,5,I am able to report everything easily
CRM-434600,2022,1,2022-01-01,2022-03-31,3,2,Once a Day,2,4,I am able to report everything easily
CRM-434600,2022,1,2022-01-01,2022-03-23,8,4,Once a Week,3,3,I tried but could not find everything I need
CRM-1499950,2022,2,2022-04-01,2022-06-16,6,4,Once a Week,3,4,I am able to report everything easily
CRM-1499950,2022,1,2022-01-01,2022-03-21,6,3,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1499950,2022,2,2022-04-01,2022-05-31,6,3,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1513100,2022,1,2022-01-01,2022-02-01,5,5,Once a Week,2,2,I need someone from Insider team to provide me the report from the panel
CRM-1513100,2022,2,2022-04-01,2022-05-18,10,5,Once a Week,5,5,I am able to report everything easily
CRM-160500,2022,1,2022-01-01,2022-02-01,7,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1454750,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1454750,2022,2,2022-04-01,2022-06-06,10,5,Once a Month,5,5,I am able to report everything easily
CRM-1454750,2022,3,2022-07-01,2022-09-02,10,5,Once a Month,5,5,I am able to report everything easily
CRM-1454750,2022,3,2022-07-01,2022-09-23,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1454750,2022,2,2022-04-01,2022-05-17,10,5,Once a Day,5,5,I don't use it often
CRM-241400,2022,1,2022-01-01,2022-03-30,9,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-241400,2022,2,2022-04-01,2022-06-01,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-241400,2022,3,2022-07-01,2022-09-05,9,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-241400,2022,3,2022-07-01,2022-09-12,9,4,Once a Week,4,4,I tried but could not find everything I need
CRM-264900,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-264900,2022,2,2022-04-01,2022-04-18,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-237600,2022,2,2022-04-01,2022-04-18,8,5,Once a Month,5,4,I tried but could not find everything I need
CRM-237600,2022,3,2022-07-01,2022-08-08,8,4,Once a Week,5,3,I tried but could not find everything I need
CRM-237600,2022,3,2022-07-01,2022-09-08,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1478450,2022,2,2022-04-01,2022-05-30,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1478450,2022,3,2022-07-01,2022-09-02,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1478450,2022,2,2022-04-01,2022-06-01,10,5,Once a Month,5,5,I tried but could not find everything I need
CRM-1478450,2022,3,2022-07-01,2022-09-19,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1485100,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,3,I tried but could not find everything I need
CRM-1485100,2022,3,2022-07-01,2022-09-09,5,3,Once a Day,3,3,I tried but could not find everything I need
CRM-1485100,2022,2,2022-04-01,2022-05-11,10,4,Once a Day,5,5,I am able to report everything easily
CRM-1485100,2022,2,2022-04-01,2022-05-22,8,5,Once a Week,4,3,"I can pull all the numbers, but don't understand them"
CRM-1485100,2022,3,2022-07-01,2022-08-01,10,5,Once a Day,5,4,I am able to report everything easily
CRM-268550,2022,1,2022-01-01,2022-03-22,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1477000,2022,1,2022-01-01,2022-02-01,10,5,Once a Month,4,4,I am able to report everything easily
CRM-1477000,2022,3,2022-07-01,2022-09-08,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1442450,2022,1,2022-01-01,2022-03-24,10,5,Once a Month,0,4,I am able to report everything easily
CRM-1443550,2022,2,2022-04-01,2022-06-29,9,5,Once a Week,4,5,I am able to report everything easily
CRM-1443550,2022,1,2022-01-01,2022-03-31,8,4,Once a Month,4,5,I am able to report everything easily
CRM-1443550,2022,2,2022-04-01,2022-06-29,8,5,Once a Month,4,5,I don't use it often
CRM-1443550,2022,1,2022-01-01,2022-03-31,9,5,Once a Week,4,4,I tried but could not find everything I need
CRM-660400,2022,3,2022-07-01,2022-09-13,9,4,Once a Day,4,4,I am able to report everything easily
CRM-660400,2022,3,2022-07-01,2022-09-15,8,4,Once a Day,4,4,I don't use it often
CRM-1403300,2022,2,2022-04-01,2022-04-25,9,4,Once a Month,4,4,I tried but could not find everything I need
CRM-1455200,2022,1,2022-01-01,2022-03-31,8,3,Once a Week,4,3,I am able to report everything easily
CRM-1455200,2022,1,2022-01-01,2022-03-31,10,5,Once a Week,5,5,I don't use it often
CRM-1455200,2022,2,2022-04-01,2022-05-04,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1455200,2022,3,2022-07-01,2022-09-14,9,5,Once a Week,4,4,I am able to report everything easily
CRM-1455200,2022,1,2022-01-01,2022-03-31,6,4,Once a Month,4,4,I don't use it often
CRM-1455200,2022,1,2022-01-01,2022-03-31,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1455200,2022,2,2022-04-01,2022-05-16,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1455200,2022,3,2022-07-01,2022-08-05,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1455200,2022,3,2022-07-01,2022-09-08,10,5,Once a Day,4,5,I am able to report everything easily
CRM-1455200,2022,1,2022-01-01,2022-03-30,8,5,Once a Month,5,4,I don't use it often
CRM-1485600,2022,2,2022-04-01,2022-06-10,9,3,Once a Week,4,4,I am able to report everything easily
CRM-1485600,2022,3,2022-07-01,2022-07-05,8,5,Once a Month,4,4,I tried but could not find everything I need
CRM-272600,2022,3,2022-07-01,2022-09-20,9,5,Once a Day,5,4,I don't use it often
CRM-272600,2022,2,2022-04-01,2022-06-21,7,3,Once a Day,3,3,I am able to report everything easily
CRM-272600,2022,3,2022-07-01,2022-09-13,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1091150,2022,1,2022-01-01,2022-02-01,5,3,Once a Day,3,5,I am able to report everything easily
CRM-1091150,2022,2,2022-04-01,2022-05-16,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1475750,2022,2,2022-04-01,2022-05-20,7,3,Once a Week,3,3,I am able to report everything easily
CRM-1475750,2022,2,2022-04-01,2022-05-16,8,4,Once a Week,4,3,I am able to report everything easily
CRM-166300,2022,3,2022-07-01,2022-08-11,10,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-166300,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,5,4,I don't use it often
CRM-166300,2022,2,2022-04-01,2022-06-13,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-166300,2022,3,2022-07-01,2022-08-15,9,5,Once a Month,4,5,I need someone from Insider team to provide me the report from the panel
CRM-166300,2022,2,2022-04-01,2022-04-15,10,5,Once a Week,4,4,I don't use it often
CRM-166300,2022,3,2022-07-01,2022-08-11,10,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1378600,2022,3,2022-07-01,2022-09-12,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
